,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,TotalIncome,TotalIncome_log,EMI,BalanceIncome
0,LP001002,Male,No,0.0,Graduate,No,5849,0.0,128.0,360.0,1.0,Urban,1,4.852030263919617,5849.0,8.674025985443025,0.35555555555555557,5493.444444444444
1,LP001003,Male,Yes,1.0,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,0,4.852030263919617,6091.0,8.714567550836485,0.35555555555555557,5735.444444444444
2,LP001005,Male,Yes,0.0,Graduate,Yes,3000,0.0,66.0,360.0,1.0,Urban,1,4.189654742026425,3000.0,8.006367567650246,0.18333333333333332,2816.6666666666665
3,LP001006,Male,Yes,0.0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,1,4.787491742782046,4941.0,8.50532301884575,0.3333333333333333,4607.666666666667
4,LP001008,Male,No,0.0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,1,4.948759890378168,6000.0,8.699514748210191,0.39166666666666666,5608.333333333333
5,LP001011,Male,Yes,2.0,Graduate,Yes,5417,4196.0,267.0,360.0,1.0,Urban,1,5.58724865840025,9613.0,9.170871628065816,0.7416666666666667,8871.333333333334
6,LP001013,Male,Yes,0.0,Not Graduate,No,2333,1516.0,95.0,360.0,1.0,Urban,1,4.553876891600541,3849.0,8.255568653283746,0.2638888888888889,3585.1111111111113
7,LP001014,Male,Yes,3.0,Graduate,No,3036,2504.0,158.0,360.0,0.0,Semiurban,0,5.062595033026967,5540.0,8.61974977974133,0.4388888888888889,5101.111111111111
8,LP001018,Male,Yes,2.0,Graduate,No,4006,1526.0,168.0,360.0,1.0,Urban,1,5.123963979403259,5532.0,8.61830469278465,0.4666666666666667,5065.333333333333
9,LP001020,Male,Yes,1.0,Graduate,No,12841,10968.0,349.0,360.0,1.0,Semiurban,0,5.855071922202427,23809.0,10.077818939438902,0.9694444444444444,22839.555555555555
10,LP001024,Male,Yes,2.0,Graduate,No,3200,700.0,70.0,360.0,1.0,Urban,1,4.248495242049359,3900.0,8.268731832117737,0.19444444444444445,3705.5555555555557
11,LP001027,Male,Yes,2.0,Graduate,No,2500,1840.0,109.0,360.0,1.0,Urban,1,4.6913478822291435,4340.0,8.375629627094451,0.30277777777777776,4037.222222222222
12,LP001028,Male,Yes,2.0,Graduate,No,3073,8106.0,200.0,360.0,1.0,Urban,1,5.298317366548036,11179.0,9.321792297270326,0.5555555555555556,10623.444444444445
13,LP001029,Male,No,0.0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,0,4.736198448394496,4693.0,8.453827315794417,0.31666666666666665,4376.333333333333
14,LP001030,Male,Yes,2.0,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,1,2.833213344056216,2385.0,7.776954403322442,0.14166666666666666,2243.3333333333335
15,LP001032,Male,No,0.0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,1,4.8283137373023015,4950.0,8.507142855562735,0.3472222222222222,4602.777777777777
16,LP001034,Male,No,1.0,Not Graduate,No,3596,0.0,100.0,240.0,1.0,Urban,1,4.605170185988092,3596.0,8.18757739559151,0.4166666666666667,3179.3333333333335
17,LP001036,Female,No,0.0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,0,4.330733340286331,3510.0,8.163371316459912,0.2111111111111111,3298.8888888888887
18,LP001038,Male,Yes,0.0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,0,4.890349128221754,4887.0,8.494333897270154,0.36944444444444446,4517.555555555556
19,LP001041,Male,Yes,0.0,Graduate,No,2600,3500.0,115.0,360.0,1.0,Urban,1,4.74493212836325,6100.0,8.716044050161402,0.3194444444444444,5780.555555555556
20,LP001043,Male,Yes,0.0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,0,4.6443908991413725,7660.0,8.943767262734637,0.28888888888888886,7371.111111111111
21,LP001046,Male,Yes,1.0,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,1,5.752572638825633,11580.0,9.357034751126987,0.875,10705.0
22,LP001047,Male,Yes,0.0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,0,4.7535901911063645,4511.0,8.414274137408396,0.32222222222222224,4188.777777777777
23,LP001050,Male,Yes,2.0,Not Graduate,No,3365,1917.0,112.0,360.0,0.0,Rural,0,4.718498871295094,5282.0,8.572060092857077,0.3111111111111111,4970.888888888889
24,LP001052,Male,Yes,1.0,Graduate,No,3717,2925.0,151.0,360.0,1.0,Semiurban,0,5.017279836814924,6642.0,8.801168401936692,0.41944444444444445,6222.555555555556
25,LP001066,Male,Yes,0.0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,1,5.25227342804663,9560.0,9.165343006045447,0.5305555555555556,9029.444444444445
26,LP001068,Male,Yes,0.0,Graduate,No,2799,2253.0,122.0,360.0,1.0,Semiurban,1,4.804021044733257,5052.0,8.527539483470381,0.3388888888888889,4713.111111111111
27,LP001073,Male,Yes,2.0,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,1,4.700480365792417,5266.0,8.569026340056254,0.3055555555555556,4960.444444444444
28,LP001086,Male,No,0.0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,0,3.5553480614894135,1442.0,7.273786317844895,0.09722222222222222,1344.7777777777778
29,LP001087,Female,No,2.0,Graduate,No,3750,2083.0,120.0,360.0,1.0,Semiurban,1,4.787491742782046,5833.0,8.671286726753637,0.3333333333333333,5499.666666666667
30,LP001091,Male,Yes,1.0,Graduate,No,4166,3369.0,201.0,360.0,1.0,Urban,0,5.303304908059076,7535.0,8.927314111060596,0.5583333333333333,6976.666666666667
31,LP001095,Male,No,0.0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,0,4.30406509320417,3167.0,8.06054004653864,0.20555555555555555,2961.4444444444443
32,LP001097,Male,No,1.0,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,0,4.663439094112067,4692.0,8.453614209773367,0.29444444444444445,4397.555555555556
33,LP001098,Male,Yes,0.0,Graduate,No,3500,1667.0,114.0,360.0,1.0,Semiurban,1,4.736198448394496,5167.0,8.550047528287184,0.31666666666666665,4850.333333333333
34,LP001100,Male,No,3.0,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,0,5.768320995793772,15500.0,9.648595302907339,0.8888888888888888,14611.111111111111
35,LP001106,Male,Yes,0.0,Graduate,No,2275,2067.0,128.0,360.0,1.0,Urban,1,4.852030263919617,4342.0,8.376090350438238,0.35555555555555557,3986.4444444444443
36,LP001109,Male,Yes,0.0,Graduate,No,1828,1330.0,100.0,360.0,0.0,Urban,0,4.605170185988092,3158.0,8.057694194815587,0.2777777777777778,2880.222222222222
37,LP001112,Female,Yes,0.0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,1,4.969813299576001,5126.0,8.542080906924017,0.4,4726.0
38,LP001114,Male,No,0.0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,1,5.214935757608986,11376.0,9.339261152043022,0.5111111111111111,10864.888888888889
39,LP001116,Male,No,0.0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,1,4.700480365792417,5416.0,8.59711281459211,0.3055555555555556,5110.444444444444
40,LP001119,Male,No,0.0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,0,4.382026634673881,3600.0,8.1886891244442,0.2222222222222222,3377.777777777778
41,LP001120,Male,No,0.0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,1,3.8501476017100584,3013.0,8.0106915391303,0.13055555555555556,2882.4444444444443
42,LP001123,Male,Yes,0.0,Graduate,No,2400,0.0,75.0,360.0,1.0,Urban,1,4.31748811353631,2400.0,7.783224016336037,0.20833333333333334,2191.6666666666665
43,LP001131,Male,Yes,0.0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,1,4.897839799950911,6277.0,8.744647438317532,0.37222222222222223,5904.777777777777
44,LP001136,Male,Yes,0.0,Not Graduate,Yes,4695,0.0,96.0,360.0,1.0,Urban,1,4.564348191467836,4695.0,8.454253391642363,0.26666666666666666,4428.333333333333
45,LP001137,Female,No,0.0,Graduate,No,3410,0.0,88.0,360.0,1.0,Urban,1,4.477336814478207,3410.0,8.134467570277563,0.24444444444444444,3165.5555555555557
46,LP001138,Male,Yes,1.0,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,1,3.784189633918261,5649.0,8.639233817325263,0.12222222222222222,5526.777777777777
47,LP001144,Male,Yes,0.0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,1,4.969813299576001,5821.0,8.669227347271736,0.4,5421.0
48,LP001146,Female,Yes,0.0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,0,4.787491742782046,6085.0,8.713582005421628,0.3333333333333333,5751.666666666667
49,LP001151,Female,No,0.0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,1,4.969813299576001,6275.0,8.744328763999984,0.4,5875.0
50,LP001155,Female,Yes,0.0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,1,4.605170185988092,3572.0,8.18088094199639,0.2777777777777778,3294.222222222222
51,LP001157,Female,No,0.0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,1,4.787491742782046,3086.0,8.034631032923107,0.3333333333333333,2752.6666666666665
52,LP001164,Female,No,0.0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,0,4.718498871295094,4230.0,8.349957272040324,0.3111111111111111,3918.8888888888887
53,LP001179,Male,Yes,2.0,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,0,4.897839799950911,4616.0,8.437283808187935,0.37222222222222223,4243.777777777777
54,LP001186,Female,Yes,1.0,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,0,5.655991810819852,11500.0,9.350102314351341,0.7944444444444444,10705.555555555555
55,LP001194,Male,Yes,2.0,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,1,4.574710978503383,3875.0,8.262300941787448,0.26944444444444443,3605.5555555555557
56,LP001195,Male,Yes,0.0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,1,4.564348191467836,3723.0,8.222285073872717,0.26666666666666666,3456.3333333333335
57,LP001197,Male,Yes,0.0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,0,4.90527477843843,5566.0,8.624431942085836,0.375,5191.0
58,LP001198,Male,Yes,1.0,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,1,5.19295685089021,10330.0,9.242807562113684,0.5,9830.0
59,LP001199,Male,Yes,2.0,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,1,4.969813299576001,6216.0,8.734881892047483,0.4,5816.0
60,LP001205,Male,Yes,0.0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,1,4.787491742782046,6296.0,8.74766979009724,0.3333333333333333,5962.666666666667
61,LP001206,Male,Yes,3.0,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,1,4.59511985013459,3029.0,8.015987811027237,0.275,2754.0
62,LP001207,Male,Yes,0.0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,0,5.10594547390058,6058.0,8.709134991587183,0.9166666666666666,5141.333333333333
63,LP001213,Male,Yes,1.0,Graduate,No,4945,0.0,128.0,360.0,0.0,Rural,0,4.852030263919617,4945.0,8.506132244056813,0.35555555555555557,4589.444444444444
64,LP001222,Female,No,0.0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,0,4.7535901911063645,4166.0,8.334711621820917,0.32222222222222224,3843.777777777778
65,LP001225,Male,Yes,0.0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,0,5.552959584921617,10321.0,9.241935933565934,0.7166666666666667,9604.333333333334
66,LP001228,Male,No,0.0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,0,4.836281906951478,5454.0,8.604104563405533,0.7,4754.0
67,LP001233,Male,Yes,1.0,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,1,5.7430031878094825,10750.0,9.28266103355581,0.8666666666666667,9883.333333333334
68,LP001238,Male,Yes,3.0,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,1,4.8283137373023015,7100.0,8.867850063029406,2.0833333333333335,5016.666666666666
69,LP001241,Female,No,0.0,Graduate,No,4300,0.0,136.0,360.0,0.0,Semiurban,0,4.912654885736052,4300.0,8.366370301681654,0.37777777777777777,3922.222222222222
70,LP001243,Male,Yes,0.0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,1,5.147494476813453,6274.0,8.744169388750624,0.4777777777777778,5796.222222222223
71,LP001245,Male,Yes,2.0,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,1,4.574710978503383,3750.0,8.229511118964457,0.26944444444444443,3480.5555555555557
72,LP001248,Male,No,0.0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,1,4.394449154672439,3500.0,8.160518247477505,0.27,3230.0
73,LP001250,Male,Yes,3.0,Not Graduate,No,4755,0.0,95.0,360.0,0.0,Semiurban,0,4.553876891600541,4755.0,8.46695197497949,0.2638888888888889,4491.111111111111
74,LP001253,Male,Yes,3.0,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,1,5.231108616854587,7040.0,8.859363449152088,0.5194444444444445,6520.555555555556
75,LP001255,Male,No,0.0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,0,4.727387818712341,3750.0,8.229511118964457,0.23541666666666666,3514.5833333333335
76,LP001256,Male,No,0.0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,0,5.170483995038151,8500.0,9.047821442478408,0.4888888888888889,8011.111111111111
77,LP001259,Male,Yes,1.0,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,0,4.700480365792417,4022.0,8.299534570332597,0.3055555555555556,3716.4444444444443
78,LP001263,Male,Yes,3.0,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,0,5.19295685089021,7167.0,8.877242435993919,0.6,6567.0
79,LP001264,Male,Yes,3.0,Not Graduate,Yes,3333,2166.0,130.0,360.0,1.0,Semiurban,1,4.867534450455582,5499.0,8.612321536507814,0.3611111111111111,5137.888888888889
80,LP001265,Female,No,0.0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,1,4.709530201312334,3846.0,8.254788926148725,0.30833333333333335,3537.6666666666665
81,LP001266,Male,Yes,1.0,Graduate,Yes,2395,0.0,128.0,360.0,1.0,Semiurban,1,4.852030263919617,2395.0,7.781138509845015,0.35555555555555557,2039.4444444444443
82,LP001267,Female,Yes,2.0,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,0,5.117993812416755,3259.0,8.089175678837561,0.4638888888888889,2795.1111111111113
83,LP001273,Male,Yes,0.0,Graduate,No,6000,2250.0,265.0,360.0,1.0,Semiurban,0,5.579729825986222,8250.0,9.017968479328726,0.7361111111111112,7513.888888888889
84,LP001275,Male,Yes,1.0,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,1,3.912023005428146,3988.0,8.291045131081729,0.20833333333333334,3779.6666666666665
85,LP001279,Male,No,0.0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,1,4.912654885736052,4897.0,8.496378051702317,0.37777777777777777,4519.222222222223
86,LP001280,Male,Yes,2.0,Not Graduate,No,3333,2000.0,99.0,360.0,1.0,Semiurban,1,4.59511985013459,5333.0,8.581669210600602,0.275,5058.0
87,LP001282,Male,Yes,0.0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,1,4.6443908991413725,4618.0,8.43771698991444,0.28888888888888886,4329.111111111111
88,LP001289,Male,No,0.0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,1,5.3471075307174685,8566.0,9.055556158175316,0.5833333333333334,7982.666666666667
89,LP001310,Male,Yes,0.0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,1,5.1647859739235145,9862.0,9.196444266784072,0.4861111111111111,9375.888888888889
90,LP001316,Male,Yes,0.0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,1,4.875197323201151,5858.0,8.675563527387679,0.3638888888888889,5494.111111111111
91,LP001318,Male,Yes,2.0,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,1,5.236441962829949,11904.0,9.384629757072872,1.0444444444444445,10859.555555555555
92,LP001319,Male,Yes,2.0,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,1,4.394449154672439,5093.0,8.535622326884605,0.225,4868.0
93,LP001322,Male,No,0.0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,1,4.804021044733257,4133.0,8.326758814511733,0.3388888888888889,3794.1111111111113
94,LP001325,Male,No,0.0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,1,3.2188758248682006,3620.0,8.194229304819817,0.20833333333333334,3411.6666666666665
95,LP001326,Male,No,0.0,Graduate,No,6782,0.0,128.0,360.0,1.0,Urban,0,4.852030263919617,6782.0,8.822027322685583,0.35555555555555557,6426.444444444444
96,LP001327,Female,Yes,0.0,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,1,4.919980925828125,4786.0,8.47345026846832,0.38055555555555554,4405.444444444444
97,LP001333,Male,Yes,0.0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,1,3.912023005428146,2974.0,7.9976631270201,0.1388888888888889,2835.1111111111113
98,LP001334,Male,Yes,0.0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,1,4.74493212836325,4188.0,8.339978571990427,0.6388888888888888,3549.1111111111113
99,LP001343,Male,Yes,0.0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,1,4.875197323201151,5300.0,8.575462099540212,0.3638888888888889,4936.111111111111
100,LP001345,Male,Yes,2.0,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,1,4.890349128221754,7551.0,8.929435283803425,0.7388888888888889,6812.111111111111
101,LP001349,Male,No,0.0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,1,5.017279836814924,8649.0,9.065198986306513,0.41944444444444445,8229.555555555555
102,LP001350,Male,Yes,0.0,Graduate,No,13650,0.0,128.0,360.0,1.0,Urban,1,4.852030263919617,13650.0,9.521494800613105,0.35555555555555557,13294.444444444445
103,LP001356,Male,Yes,0.0,Graduate,No,4652,3583.0,128.0,360.0,1.0,Semiurban,1,4.852030263919617,8235.0,9.016148642611741,0.35555555555555557,7879.444444444444
104,LP001357,Male,Yes,0.0,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,1,5.075173815233827,4570.0,8.42726848388825,0.4444444444444444,4125.555555555556
105,LP001367,Male,Yes,1.0,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,1,4.605170185988092,4082.0,8.31434234336979,0.2777777777777778,3804.222222222222
106,LP001369,Male,Yes,2.0,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,1,5.41610040220442,12543.0,9.436918020024674,0.625,11918.0
107,LP001370,Male,No,0.0,Not Graduate,No,7333,0.0,120.0,360.0,1.0,Rural,0,4.787491742782046,7333.0,8.9001399880938,0.3333333333333333,6999.666666666667
108,LP001379,Male,Yes,2.0,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,0,5.375278407684165,7400.0,8.909235279192261,0.6,6800.0
109,LP001384,Male,Yes,3.0,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,1,4.543294782270004,2825.0,7.946263643580541,0.19583333333333333,2629.1666666666665
110,LP001385,Male,No,0.0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,1,4.912654885736052,5316.0,8.578476419833136,0.37777777777777777,4938.222222222223
111,LP001387,Female,Yes,0.0,Graduate,No,2929,2333.0,139.0,360.0,1.0,Semiurban,1,4.9344739331306915,5262.0,8.568266461600238,0.3861111111111111,4875.888888888889
112,LP001391,Male,Yes,0.0,Not Graduate,No,3572,4114.0,152.0,360.0,0.0,Rural,0,5.0238805208462765,7686.0,8.94715577112479,0.4222222222222222,7263.777777777777
113,LP001392,Female,No,1.0,Graduate,Yes,7451,0.0,128.0,360.0,1.0,Semiurban,1,4.852030263919617,7451.0,8.916103530553727,0.35555555555555557,7095.444444444444
114,LP001398,Male,No,0.0,Graduate,No,5050,0.0,118.0,360.0,1.0,Semiurban,1,4.770684624465665,5050.0,8.527143522269405,0.3277777777777778,4722.222222222223
115,LP001401,Male,Yes,1.0,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,1,5.220355825078324,14583.0,9.587611745713565,1.0277777777777777,13555.222222222223
116,LP001404,Female,Yes,0.0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,1,5.0369526024136295,5450.0,8.60337088765729,0.42777777777777776,5022.222222222223
117,LP001405,Male,Yes,1.0,Graduate,No,2214,1398.0,85.0,360.0,1.0,Urban,1,4.442651256490317,3612.0,8.192016914536875,0.2361111111111111,3375.8888888888887
118,LP001421,Male,Yes,0.0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,0,5.1647859739235145,7710.0,8.950273466557375,0.4861111111111111,7223.888888888889
119,LP001422,Female,No,0.0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,1,5.556828061699537,10408.0,9.250330020192342,0.7194444444444444,9688.555555555555
120,LP001426,Male,Yes,0.0,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,1,5.19295685089021,8334.0,9.0280988119824,0.5,7834.0
121,LP001430,Female,No,0.0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,1,3.784189633918261,4166.0,8.334711621820917,0.12222222222222222,4043.777777777778
